Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ",Adjusted Filter Mass Recovered (g),Adjusted Filter Surface Area Recovered (cm2),"Sediment Mass               (Post-Dry Mass- Adjusted Filter Mass Recovered-Bag Mass, g)",Sediment Density (Sediment Mass/Adj Filter SA; g/cm2),Flux                        (# of Days Deployed) ,Flux-cm                (Sediment Density/Duration;  g/cm2 per day)  ,Flux-m                  (Sediment Density/Duration; g/m2 per day) 
M3,C,1,0.5,b ,0.4461,9/5/2025,2.45145,10/3/2025,63.61725116,5.31,1,3.25716,0.4461,58.30725116,0.35961,0.0061675,28,0.000220268,2.202678746
M3,C,1,0.5,c,0.45132,9/5/2025,2.45738,10/3/2025,63.61725116,5.31,0.5,3.17119,0.22566,26.49862558,0.48815,0.01842171,28,0.000657918,6.579182199
M3,C,1,2,a,0.44765,9/5/2025,2.46214,10/3/2025,63.61725116,5.31,0.5,3.22934,0.223825,26.49862558,0.543375,0.020505781,28,0.000732349,7.32349304
M3,C,1,2,b ,0.45089,9/5/2025,2.45111,10/3/2025,63.61725116,5.31,1,3.35891,0.45089,58.30725116,0.45691,0.007836247,28,0.000279866,2.798659508
M3,C,1,2,c,0.44595,9/5/2025,2.4582,10/3/2025,63.61725116,5.31,1,4.00076,0.44595,58.30725116,1.09661,0.018807438,28,0.000671694,6.716942075
M3,C,1,6,a,0.45089,9/5/2025,2.47532,10/3/2025,63.61725116,5.31,1,3.95041,0.45089,58.30725116,1.0242,0.017565568,28,0.000627342,6.273417234
M3,C,1,6,b ,0.44676,9/5/2025,2.44068,10/3/2025,63.61725116,5.31,1,3.95626,0.44676,58.30725116,1.06882,0.018330825,28,0.000654672,6.546723109
M3,C,1,6,c,0.44782,9/5/2025,2.46288,10/3/2025,63.61725116,5.31,0.5,3.99011,0.22391,26.49862558,1.30332,0.049184438,28,0.001756587,17.56587062
M3,C,1,12,a,0.45139,9/5/2025,2.48194,10/3/2025,63.61725116,5.31,1,4.5145,0.45139,58.30725116,1.58117,0.027117896,28,0.000968496,9.684963023
M3,C,1,12,b ,0.44773,9/5/2025,2.43674,10/3/2025,63.61725116,5.31,1,4.25134,0.44773,58.30725116,1.36687,0.023442539,28,0.000837234,8.3723353
M3,C,1,12,c,0.44997,9/5/2025,2.436,10/3/2025,63.61725116,5.31,1,4.27873,0.44997,58.30725116,1.39276,0.023886566,28,0.000853092,8.53091641
M3,C,1,24,a ,0.4471,9/5/2025,2.42498,10/3/2025,63.61725116,2.655,1,3.31624,0.4471,60.96225116,0.44416,0.00728582,28,0.000260208,2.602078637
M3,C,1,24,b ,0.44737,9/5/2025,2.42822,10/3/2025,63.61725116,5.31,1,3.80526,0.44737,58.30725116,0.92967,0.015944329,28,0.00056944,5.694403241
M3,C,1,24,c,0.45354,9/5/2025,2.44957,10/3/2025,63.61725116,5.31,0.75,3.59678,0.340155,42.40293837,0.807055,0.019032997,28,0.00067975,6.797498939
M3,C,1,48,a,0.44858,9/5/2025,2.44791,10/3/2025,63.61725116,5.31,1,3.30432,0.44858,58.30725116,0.40783,0.006994499,28,0.000249804,2.498035296
M3,C,1,48,b ,0.45364,9/5/2025,2.43856,10/3/2025,63.61725116,5.31,1,3.58464,0.45364,58.30725116,0.69244,0.01187571,28,0.000424132,4.241324965
M3,C,1,48,c,0.44947,9/5/2025,2.44447,10/3/2025,63.61725116,5.31,1,3.46878,0.44947,58.30725116,0.57484,0.009858808,28,0.0003521,3.521002893
M3,C,2,0.5,a,0.4552,9/5/2025,2.43419,10/3/2025,63.61725116,5.31,0.25,3.08088,0.1138,10.59431279,0.53289,0.050299629,28,0.001796415,17.96415312
M3,C,2,0.5,b ,0.43428,9/5/2025,2.44633,10/3/2025,63.61725116,5.31,0.5,3.08201,0.21714,26.49862558,0.41854,0.015794781,28,0.000564099,5.640993378
M3,C,2,0.5,c,0.45639,9/5/2025,2.44324,10/3/2025,63.61725116,5.31,0.25,2.852,0.1140975,10.59431279,0.2946625,0.027813272,28,0.000993331,9.933311318
M3,C,2,2,a,0.43584,9/5/2025,2.45659,10/3/2025,63.61725116,5.31,1,3.23341,0.43584,58.30725116,0.34098,0.005847986,28,0.000208857,2.088566499
M3,C,2,2,b ,0.43778,9/5/2025,2.45614,10/3/2025,63.61725116,5.31,1,3.16234,0.43778,58.30725116,0.26842,0.004603544,28,0.000164412,1.64412288
M3,C,2,2,c,0.45674,9/5/2025,2.43843,10/3/2025,63.61725116,5.31,1,3.27619,0.45674,58.30725116,0.38102,0.006534693,28,0.000233382,2.333819014
M3,C,2,6,a,0.43655,9/5/2025,2.45043,10/3/2025,63.61725116,5.31,1,3.6116,0.43655,58.30725116,0.72462,0.012427614,28,0.000443843,4.438433505
M3,C,2,6,b ,0.45652,9/5/2025,2.43939,10/3/2025,63.61725116,5.31,1,3.55896,0.45652,58.30725116,0.66305,0.011371656,28,0.000406131,4.061305699
M3,C,2,6,c,0.45788,9/5/2025,2.4761,10/3/2025,63.61725116,5.31,1,3.39056,0.45788,58.30725116,0.45658,0.007830587,28,0.000279664,2.796638196
M3,C,2,12,a,0.43673,9/5/2025,2.44831,10/3/2025,63.61725116,5.31,1,3.34616,0.43673,58.30725116,0.46112,0.00790845,28,0.000282445,2.824446548
M3,C,2,12,b ,0.43734,9/5/2025,2.45768,10/3/2025,63.61725116,5.31,1,3.45673,0.43734,58.30725116,0.56171,0.009633622,28,0.000344058,3.440579178
M3,C,2,12,c,0.4372,9/5/2025,2.43909,10/3/2025,63.61725116,5.31,1,3.34782,0.4372,58.30725116,0.47153,0.008086987,28,0.000288821,2.888209752
M3,C,2,24,a ,0.43393,9/5/2025,2.40463,10/3/2025,63.61725116,5.31,0.5,3.13296,0.216965,26.49862558,0.511365,0.019297793,28,0.000689207,6.892069047
M3,C,2,24,b ,0.45372,9/5/2025,2.41115,10/3/2025,63.61725116,5.31,1,3.85924,0.45372,58.30725116,0.99437,0.017053968,28,0.00060907,6.090702885
M3,C,2,24,c,0.43352,9/5/2025,2.40666,10/3/2025,63.61725116,5.31,1,4.14054,0.43352,58.30725116,1.30036,0.022301857,28,0.000796495,7.964949067
M3,C,2,48,a,0.45328,9/5/2025,2.41329,10/3/2025,63.61725116,5.31,1,3.23303,0.45328,58.30725116,0.36646,0.006284982,28,0.000224464,2.244636282
M3,C,2,48,b ,0.43289,9/5/2025,2.42191,10/3/2025,63.61725116,5.31,1,3.11089,0.43289,58.30725116,0.25609,0.004392078,28,0.00015686,1.568599316
M3,C,2,48,c,0.43335,9/5/2025,2.42219,10/3/2025,63.61725116,5.31,1,3.27285,0.43335,58.30725116,0.41731,0.007157086,28,0.00025561,2.556102076
M3,C,,,E-1 ,0.45794,NA,2.43723,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,C,,,E-2 ,0.4582,NA,2.41471,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,C,,,E-3 ,0.43545,NA,2.44877,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,C,,,E-4 ,0.45669,NA,2.432,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,S,1,0.5,a,0.45638,9/8/2025,2.48332,10/6/2025,63.61725116,5.31,1,8.35604,0.45638,58.30725116,5.41634,0.092893077,28,0.00331761,33.1760991
M3,S,1,0.5,b ,0.4357,9/8/2025,2.4905,10/6/2025,63.61725116,5.31,1,7.37795,0.4357,58.30725116,4.45175,0.076349852,28,0.00272678,27.26780431
M3,S,1,0.5,c,0.45856,9/8/2025,2.48245,10/6/2025,63.61725116,5.31,1,7.58765,0.45856,58.30725116,4.64664,0.079692318,28,0.002846154,28.46154214
M3,S,1,2,a,0.43729,9/8/2025,2.465,10/6/2025,63.61725116,5.31,0.75,6.82264,0.3279675,42.40293837,4.0296725,0.09503286,28,0.003394031,33.94030709
M3,S,1,2,b ,0.45965,9/8/2025,2.43138,10/6/2025,63.61725116,5.31,1,9.03163,0.45965,58.30725116,6.1406,0.105314517,28,0.003761233,37.61232754
M3,S,1,2,c,0.43591,9/8/2025,2.45736,10/6/2025,63.61725116,5.31,1,3.73975,0.43591,58.30725116,0.84648,0.014517577,28,0.000518485,5.184848877
M3,S,1,6,a,0.46035,9/8/2025,2.44391,10/6/2025,63.61725116,5.31,0.75,3.7246,0.3452625,42.40293837,0.9354275,0.022060441,28,0.000787873,7.878728759
M3,S,1,6,b ,0.43825,9/8/2025,2.45021,10/6/2025,63.61725116,5.31,1,3.56503,0.43825,58.30725116,0.67657,0.011603531,28,0.000414412,4.144118237
M3,S,1,6,c,0.43598,9/8/2025,2.46581,10/6/2025,63.61725116,5.31,1,3.09643,0.43598,58.30725116,0.19464,0.003338178,28,0.000119221,1.192206532
M3,S,1,12,a,0.46009,9/8/2025,2.46051,10/6/2025,63.61725116,5.31,1,3.18609,0.46009,58.30725116,0.26549,0.004553293,28,0.000162618,1.62617608
M3,S,1,12,b ,0.45949,9/8/2025,2.46822,10/6/2025,63.61725116,5.31,1,4.29858,0.45949,58.30725116,1.37087,0.023511141,28,0.000839684,8.396836051
M3,S,1,12,c,0.43479,9/8/2025,2.48525,10/6/2025,63.61725116,5.31,1,4.30551,0.43479,58.30725116,1.38547,0.023761539,28,0.000848626,8.486263791
M3,S,1,24,a ,0.43619,9/8/2025,2.46601,10/6/2025,63.61725116,5.31,1,3.53663,0.43619,58.30725116,0.63443,0.010880808,28,0.0003886,3.886002827
M3,S,1,24,b ,0.45975,9/8/2025,2.48892,10/6/2025,63.61725116,5.31,1,3.80406,0.45975,58.30725116,0.85539,0.014670388,28,0.000523942,5.2394243
M3,S,1,24,c,0.43651,9/8/2025,2.44468,10/6/2025,63.61725116,5.31,1,3.63378,0.43651,58.30725116,0.75259,0.012907314,28,0.000460976,4.609755005
M3,S,1,48,a,0.43688,9/8/2025,2.40638,10/6/2025,63.61725116,5.31,1,2.9544,0.43688,58.30725116,0.11114,0.001906109,28,6.80753E-05,0.68075336
M3,S,1,48,b ,0.45907,9/8/2025,2.42079,10/6/2025,63.61725116,5.31,1,3.25874,0.45907,58.30725116,0.37888,0.006497991,28,0.000232071,2.320711113
M3,S,1,48,c,0.43625,9/8/2025,2.44086,10/6/2025,63.61725116,5.31,1,3.13995,0.43625,58.30725116,0.26284,0.004507844,28,0.000160994,1.609944333
M3,S,2,0.5,a,0.45653,9/8/2025,2.4347,10/6/2025,63.61725116,5.31,1,5.11585,0.45653,58.30725116,2.22462,0.038153402,28,0.001362622,13.62621504
M3,S,2,0.5,b ,0.43721,9/8/2025,2.4411,10/6/2025,63.61725116,5.31,1,7.21103,0.43721,58.30725116,4.33272,0.074308425,28,0.002653872,26.53872322
M3,S,2,0.5,c,0.45819,9/8/2025,2.44157,10/6/2025,63.61725116,5.31,1,14.87652,0.45819,58.30725116,11.97676,0.205407728,28,0.00733599,73.35990294
M3,S,2,2,a,0.43649,9/8/2025,2.44707,10/6/2025,63.61725116,5.31,1,5.90937,0.43649,58.30725116,3.02581,0.051894232,28,0.001853365,18.53365417
M3,S,2,2,b ,0.43575,9/8/2025,2.46076,10/6/2025,63.61725116,5.31,1,9.96592,0.43575,58.30725116,7.06941,0.121244097,28,0.004330146,43.30146312
M3,S,2,2,c,0.45724,9/8/2025,2.46384,10/6/2025,63.61725116,5.31,1,7.75333,0.45724,58.30725116,4.83225,0.082875627,28,0.002959844,29.59843822
M3,S,2,6,a,0.43631,9/8/2025,2.43481,10/6/2025,63.61725116,5.31,0.75,3.02147,0.3272325,42.40293837,0.2594275,0.006118149,28,0.000218505,2.185053257
M3,S,2,6,b ,0.45621,9/8/2025,2.46061,10/6/2025,63.61725116,5.31,1,4.33048,0.45621,58.30725116,1.41366,0.024245012,28,0.000865893,8.658932832
M3,S,2,6,c,0.4367,9/8/2025,2.47684,10/6/2025,63.61725116,5.31,1,4.30208,0.4367,58.30725116,1.38854,0.023814191,28,0.000850507,8.505068117
M3,S,2,12,a,0.45791,9/8/2025,2.45,10/6/2025,63.61725116,5.31,1,4.65109,0.45791,58.30725116,1.74318,0.029896453,28,0.00106773,10.67730468
M3,S,2,12,b ,0.43702,9/8/2025,2.45402,10/6/2025,63.61725116,5.31,1,4.6985,0.43702,58.30725116,1.80746,0.030998889,28,0.001107103,11.07103175
M3,S,2,12,c,0.43669,9/8/2025,2.46184,10/6/2025,63.61725116,5.31,1,4.85051,0.43669,58.30725116,1.95198,0.033477483,28,0.001195624,11.95624387
M3,S,2,24,a ,0.4595,9/8/2025,2.43657,10/6/2025,63.61725116,5.31,1,3.44832,0.4595,58.30725116,0.55225,0.009471378,28,0.000338263,3.382634903
M3,S,2,24,b ,0.43645,9/8/2025,2.4408,10/6/2025,63.61725116,5.31,1,3.24076,0.43645,58.30725116,0.36351,0.006234388,28,0.000222657,2.226566978
M3,S,2,24,c,0.45905,9/8/2025,2.44191,10/6/2025,63.61725116,5.31,1,3.46851,0.45905,58.30725116,0.56755,0.009733781,28,0.000347635,3.476350274
M3,S,2,48,a,0.45722,9/8/2025,2.44243,10/6/2025,63.61725116,5.31,1,3.38432,0.45722,58.30725116,0.48467,0.008312345,28,0.000296869,2.968694719
M3,S,2,48,b ,0.43616,9/8/2025,2.46268,10/6/2025,63.61725116,5.31,1,3.36281,0.43616,58.30725116,0.46397,0.007957329,28,0.00028419,2.841903333
M3,S,2,48,c,0.4368,9/8/2025,2.45103,10/6/2025,63.61725116,5.31,1,3.28045,0.4368,58.30725116,0.39262,0.006733639,28,0.000240487,2.404871192
M3,S,,,E-1 ,0.45114,NA,2.45884,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,S,,,E-2 ,0.43278,NA,2.45063,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,S,,,E-3 ,0.434,NA,2.44816,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,S,,,E-4 ,0.45544,NA,2.44711,NA,63.61725116,5.31,NA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,B,1,0.5,a ,4.42787,10/8/2025,2.71704,11/15/2025,63.61725116,5.31,1,8.40705,4.42787,58.30725116,1.26214,0.021646364,38,0.000569641,5.696411658
M4,B,1,0.5,b ,4.22077,10/8/2025,2.71694,11/15/2025,63.61725116,5.31,1,7.46285,4.22077,58.30725116,0.52514,0.009006427,38,0.000237011,2.370112363
M4,B,1,0.5,c,4.49514,10/8/2025,2.71755,11/15/2025,63.61725116,5.31,1,8.01413,4.49514,58.30725116,0.80144,0.013745117,38,0.000361714,3.617136102
M4,B,1,2,a ,4.36716,10/8/2025,2.72542,11/15/2025,63.61725116,5.31,1,7.16044,4.36716,58.30725116,0.06786,0.001163835,38,3.06272E-05,0.30627228
M4,B,1,2,b ,4.36525,10/8/2025,2.68955,11/15/2025,63.61725116,5.31,1,7.59752,4.36525,58.30725116,0.54272,0.009307933,38,0.000244946,2.44945611
M4,B,1,2,c,4.41649,10/8/2025,2.71925,11/15/2025,63.61725116,5.31,1,7.47853,4.41649,58.30725116,0.34279,0.005879029,38,0.000154711,1.547112802
M4,B,1,6,a ,0.45577,10/8/2025,2.43979,11/15/2025,63.61725116,5.31,1,3.52732,0.45577,58.30725116,0.63176,0.010835016,38,0.000285132,2.851320003
M4,B,1,6,b ,0.45436,10/8/2025,2.45008,11/15/2025,63.61725116,5.31,1,3.11619,0.45436,58.30725116,0.21175,0.003631624,38,9.5569E-05,0.955690469
M4,B,1,6,c,0.45732,10/8/2025,2.41929,11/15/2025,63.61725116,5.31,1,3.1068,0.45732,58.30725116,0.23019,0.003947879,38,0.000103892,1.038915651
M4,B,1,12,a ,0.45535,10/8/2025,2.43691,11/15/2025,63.61725116,5.31,1,3.0704,0.45535,58.30725116,0.17814,0.003055195,38,8.03999E-05,0.803998584
M4,B,1,12,b ,0.45771,10/8/2025,2.42781,11/15/2025,63.61725116,5.31,1,3.18407,0.45771,58.30725116,0.29855,0.005120289,38,0.000134744,1.347444579
M4,B,1,12,c,0.45378,10/8/2025,2.42922,11/15/2025,63.61725116,5.31,1,3.12369,0.45378,58.30725116,0.24069,0.00412796,38,0.000108631,1.086305261
M4,B,1,18,a ,0.45476,10/8/2025,2.41305,11/15/2025,63.61725116,5.31,1,3.19437,0.45476,58.30725116,0.32656,0.005600676,38,0.000147386,1.473862005
M4,B,1,18,b ,0.45583,10/8/2025,2.45592,11/15/2025,63.61725116,5.31,1,3.1308,0.45583,58.30725116,0.21905,0.003756823,38,9.88638E-05,0.988637531
M4,B,1,18,c ,0.45508,10/8/2025,2.44306,11/15/2025,63.61725116,5.31,1,3.04326,0.45508,58.30725116,0.14512,0.002488884,38,6.5497E-05,0.654969544
M4,B,1,24,a ,0.45684,10/8/2025,2.43584,11/15/2025,63.61725116,5.31,0.5,2.85023,0.22842,26.49862558,0.18597,0.0070181,38,0.000184687,1.84686838
M4,B,1,24,b ,0.45457,10/8/2025,2.44744,11/15/2025,63.61725116,5.31,1,2.96784,0.45457,58.30725116,0.06583,0.001129019,38,2.9711E-05,0.297110288
M4,B,1,24,c,0.45632,10/8/2025,2.42634,11/15/2025,63.61725116,5.31,1,2.94398,0.45632,58.30725116,0.06132,0.00105167,38,2.76755E-05,0.276755323
M4,B,1,48,a ,0.45358,10/8/2025,2.44845,11/15/2025,63.61725116,5.31,1,3.03423,0.45358,58.30725116,0.1322,0.002267299,38,5.96658E-05,0.596657757
M4,B,1,48,b ,0.45457,10/8/2025,2.44438,11/15/2025,63.61725116,5.31,1,3.07947,0.45457,58.30725116,0.18052,0.003096013,38,8.1474E-05,0.814740229
M4,B,1,48,c,0.45748,10/8/2025,2.42859,11/15/2025,63.61725116,5.31,1,3.07925,0.45748,58.30725116,0.19318,0.003313139,38,8.71879E-05,0.871878559
M4,B,2,0.5,a ,4.41219,10/8/2025,2.44561,11/15/2025,63.61725116,5.31,1,7.6143,4.41219,58.30725116,0.7565,0.012974373,38,0.000341431,3.414308571
M4,B,2,0.5,b ,4.46413,10/8/2025,2.4513,11/15/2025,63.61725116,5.31,1,7.46603,4.46413,58.30725116,0.5506,0.009443079,38,0.000248502,2.485020884
M4,B,2,0.5,c,4.26315,10/8/2025,2.47503,11/15/2025,63.61725116,5.31,1,7.8304,4.26315,58.30725116,1.09222,0.018732147,38,0.000492951,4.929512369
M4,B,2,2,a ,4.86744,10/8/2025,2.46533,11/15/2025,63.61725116,5.31,1,7.28275,4.86744,58.30725116,-0.05002,-0.000857869,38,-2.25755E-05,-0.225755076
M4,B,2,2,b ,4.83472,10/8/2025,2.44212,11/15/2025,63.61725116,5.31,1,6.87814,4.83472,58.30725116,-0.3987,-0.006837915,38,-0.000179945,-1.799451193
M4,B,2,2,c,4.60203,10/8/2025,2.45041,11/15/2025,63.61725116,5.31,1,7.77605,4.60203,58.30725116,0.72361,0.012410292,38,0.000326587,3.265866259
M4,B,2,6,a ,0.45341,10/8/2025,2.42581,11/15/2025,63.61725116,5.31,1,3.16382,0.45341,58.30725116,0.2846,0.00488104,38,0.000128448,1.284484097
M4,B,2,6,b ,0.45368,10/8/2025,2.41313,11/15/2025,63.61725116,5.31,1,3.9651,0.45368,58.30725116,1.09829,0.018836251,38,0.000495691,4.956908077
M4,B,2,6,c,0.45062,10/8/2025,2.42656,11/15/2025,63.61725116,5.31,1,4.20335,0.45062,58.30725116,1.32617,0.022744512,38,0.00059854,5.985398013
M4,B,2,12,a ,0.45487,10/8/2025,2.43858,11/15/2025,63.61725116,5.31,1,3.95449,0.45487,58.30725116,1.06104,0.018197394,38,0.000478879,4.788787794
M4,B,2,12,b ,0.45359,10/8/2025,2.44489,11/15/2025,63.61725116,5.31,1,4.24839,0.45359,58.30725116,1.34991,0.023151666,38,0.000609254,6.092543665
M4,B,2,12,c,0.44997,10/8/2025,2.21116,11/15/2025,63.61725116,5.31,1,3.23553,0.44997,58.30725116,0.5744,0.009851262,38,0.000259244,2.592437334
M4,B,2,24,a ,0.45214,10/8/2025,2.68758,11/15/2025,63.61725116,5.31,1,3.55187,0.45214,58.30725116,0.41215,0.007068589,38,0.000186016,1.860155026
M4,B,2,24,b ,0.45141,10/8/2025,2.67636,11/15/2025,63.61725116,5.31,1,3.389011,0.45141,58.30725116,0.261241,0.00448042,38,0.000117906,1.179058011
M4,B,2,24,c,0.45393,10/8/2025,2.67834,11/15/2025,63.61725116,5.31,1,3.44958,0.45393,58.30725116,0.31731,0.005442033,38,0.000143211,1.432114015
M4,B,2,48,a ,0.45383,10/8/2025,2.7138,11/15/2025,63.61725116,5.31,1,3.51945,0.45383,58.30725116,0.35182,0.006033898,38,0.000158787,1.587867867
M4,B,2,48,b ,0.4546,10/8/2025,2.25352,11/15/2025,63.61725116,5.31,1,3.13779,0.4546,58.30725116,0.42967,0.007369066,38,0.000193923,1.939227976
M4,B,2,48,c,0.45226,10/8/2025,2.7399,11/15/2025,63.61725116,5.31,1,3.6442,0.45226,58.30725116,0.45204,0.007752724,38,0.000204019,2.040190411
M4,B,,,E1 ,0.4531,NA,NA,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,B,,,E2 ,0.45123,NA,NA,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,B,,,E3,0.45065,NA,NA,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,B,,,E4 ,0.45158,NA,NA,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,G,1,0.5,a,4.55164,10/7/2025,2.0691,11/4/2025,63.61725116,5.31,1,7.27405,4.55164,58.30725116,0.65331,0.01120461,28,0.000400165,4.001646371
M4,G,1,0.5,b ,4.3146,10/7/2025,2.13209,11/4/2025,63.61725116,5.31,1,6.72337,4.3146,58.30725116,0.27668,0.004745207,28,0.000169472,1.694716931
M4,G,1,0.5,c,4.26492,10/7/2025,2.08285,11/4/2025,63.61725116,5.31,1,6.80001,4.26492,58.30725116,0.45224,0.007756154,28,0.000277005,2.770054882
M4,G,1,2,a,4.37822,10/7/2025,2.16189,11/4/2025,63.61725116,5.31,1,8.64794,4.37822,58.30725116,2.10783,0.036150392,28,0.001291085,12.91085437
M4,G,1,2,b ,4.57398,10/7/2025,2.12086,11/4/2025,63.61725116,5.31,1,10.39168,4.57398,58.30725116,3.69684,0.063402749,28,0.002264384,22.64383887
M4,G,1,2,c,4.5185,10/7/2025,2.15636,11/4/2025,63.61725116,5.31,1,13.05305,4.5185,58.30725116,6.37819,0.10938931,28,0.003906761,39.06761088
M4,G,1,6,a,0.4563,10/7/2025,2.15081,11/4/2025,63.61725116,5.31,1,4.16395,0.4563,58.30725116,1.55684,0.026700624,28,0.000953594,9.535937206
M4,G,1,6,b ,0.44799,10/7/2025,2.14298,11/4/2025,63.61725116,5.31,1,3.70143,0.44799,58.30725116,1.11046,0.019044973,28,0.000680178,6.801775924
M4,G,1,6,c,0.45455,10/7/2025,2.17162,11/4/2025,63.61725116,5.31,1,4.45913,0.45455,58.30725116,1.83296,0.031436227,28,0.001122722,11.22722403
M4,G,1,12,a,0.45528,10/7/2025,2.09247,11/4/2025,63.61725116,5.31,1,3.10163,0.45528,58.30725116,0.55388,0.009499333,28,0.000339262,3.392618959
M4,G,1,12,b ,0.45372,10/7/2025,2.13976,11/4/2025,63.61725116,5.31,1,3.06064,0.45372,58.30725116,0.46716,0.00801204,28,0.000286144,2.861442682
M4,G,1,12,c,0.45786,10/7/2025,2.12139,11/4/2025,63.61725116,5.31,1,3.15422,0.45786,58.30725116,0.57497,0.009861038,28,0.00035218,3.521799167
M4,G,1,24,a ,0.45112,10/7/2025,2.09457,11/4/2025,63.61725116,5.31,1,2.87403,0.45112,58.30725116,0.32834,0.005631204,28,0.000201114,2.011144127
M4,G,1,24,b ,0.45747,10/7/2025,2.10474,11/4/2025,63.61725116,5.31,1,2.76553,0.45747,58.30725116,0.20332,0.003487045,28,0.000124537,1.245373161
M4,G,1,24,c,0.45521,10/7/2025,2.10251,11/4/2025,63.61725116,5.31,1,2.76218,0.45521,58.30725116,0.20446,0.003506596,28,0.000125236,1.252355875
M4,G,1,48,a,0.45823,10/7/2025,2.37368,11/4/2025,63.61725116,5.31,1,2.75864,0.45823,58.30725116,-0.07327,-0.001256619,28,-4.48793E-05,-0.448792502
M4,G,1,48,b ,0.45693,10/7/2025,2.28614,11/4/2025,63.61725116,5.31,1,2.68226,0.45693,58.30725116,-0.06081,-0.001042923,28,-3.72473E-05,-0.372472664
M4,G,1,48,c,0.45443,10/7/2025,2.27675,11/4/2025,63.61725116,5.31,1,2.71587,0.45443,58.30725116,-0.01531,-0.000262575,28,-9.37766E-06,-0.093776624
M4,G,2,0.5,a,4.35308,10/7/2025,2.07216,11/4/2025,63.61725116,5.31,1,126.97,4.35308,58.30725116,120.54476,2.067405985,28,0.073835928,738.3592803
M4,G,2,0.5,b ,4.55673,10/7/2025,2.12821,11/4/2025,63.61725116,5.31,1,9.70885,4.55673,58.30725116,3.02391,0.051861646,28,0.001852202,18.52201631
M4,G,2,0.5,c,4.66618,10/7/2025,2.10396,11/4/2025,63.61725116,5.31,1,8.2391,4.66618,58.30725116,1.46896,0.025193436,28,0.000899766,8.997655712
M4,G,2,2,a,4.3345,10/7/2025,2.14254,11/4/2025,63.61725116,5.31,1,7.44753,4.3345,58.30725116,0.97049,0.016644414,28,0.000594443,5.944433403
M4,G,2,2,b ,4.38542,10/7/2025,2.0918,11/4/2025,63.61725116,5.31,1,365.33,4.38542,58.30725116,358.85278,6.154513767,28,0.219804063,2198.040631
M4,G,2,2,c,4.15765,10/7/2025,2.31303,11/4/2025,63.61725116,5.31,1,231.85,4.15765,58.30725116,225.37932,3.865373783,28,0.138049064,1380.490637
M4,G,2,6,a,0.4584,10/7/2025,2.10062,11/4/2025,63.61725116,5.31,1,3.52553,0.4584,58.30725116,0.96651,0.016576154,28,0.000592006,5.920055156
M4,G,2,6,b ,0.45359,10/7/2025,2.07271,11/4/2025,63.61725116,5.31,1,3.52674,0.45359,58.30725116,1.00044,0.017158072,28,0.000612788,6.127882774
M4,G,2,6,c,0.45901,10/7/2025,2.11392,11/4/2025,63.61725116,5.31,1,3.634018,0.45901,58.30725116,1.061088,0.018198217,28,0.000649936,6.499363157
M4,G,2,12,a,0.45422,10/7/2025,2.26902,11/4/2025,63.61725116,5.31,1,3.14754,0.45422,58.30725116,0.4243,0.007276968,28,0.000259892,2.598917138
M4,G,2,12,b ,0.4583,10/7/2025,2.33551,11/4/2025,63.61725116,5.31,1,3.15947,0.4583,58.30725116,0.36566,0.006271261,28,0.000223974,2.239736131
M4,G,2,12,c,0.45345,10/7/2025,2.34711,11/4/2025,63.61725116,5.31,1,3.21974,0.45345,58.30725116,0.41918,0.007189157,28,0.000256756,2.567556177
