Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,Bio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area,Point_ID,Elevation_m,z_star
M10,GiantMarsh,T1,18,b,2026-04-17,2026-05-14,2026,0.836309377,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G1-18b,1.94005588011176,1.050191704
M10,GiantMarsh,T1,18,c,2026-04-17,2026-05-14,2026,5.083643218,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G1-18c,1.9348742697485393,1.044266295
M10,GiantMarsh,T1,24,a,2026-04-17,2026-05-14,2026,1.89984573,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G1-24a,1.94005588011176,1.050191704
M10,GiantMarsh,T1,24,b,2026-04-17,2026-05-14,2026,1.566311694,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G1-24b,1.9467614935229869,1.057859881
M10,GiantMarsh,T1,24,c,2026-04-17,2026-05-14,2026,0.918863272,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G1-24c,1.952247904495809,1.064133845
M10,GiantMarsh,T1,48,a,2026-04-17,2026-05-14,2026,0.785717463,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Upland,G1-48a,1.8736093472186943,0.974207041
M10,GiantMarsh,T1,48,b,2026-04-17,2026-05-14,2026,0.713817562,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Upland,G1-48b,1.8595885191770385,0.95817358
M10,GiantMarsh,T1,48,c,2026-04-17,2026-05-14,2026,0.832059424,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Upland,G1-48c,1.886106172212344,0.988497734
M10,GiantMarsh,T2,0.5,a,2026-04-17,2026-05-14,2026,-0.846905152,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G2-0.5a,2.0357632715265432,1.159637504
M10,GiantMarsh,T2,0.5,b,2026-04-17,2026-05-14,2026,-1.048632405,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G2-0.5b,2.041249682499365,1.165911467
M10,GiantMarsh,T2,0.5,c,2026-04-17,2026-05-14,2026,-0.672598833,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G2-0.5c,2.0519177038354077,1.17811084
M10,GiantMarsh,T2,2,a,2026-04-17,2026-05-14,2026,323.73020760000003,1,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G2-2a,2.0616713233426465,1.189264552
M10,GiantMarsh,T2,2,b,2026-04-17,2026-05-14,2026,471.7975457,1,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G2-2b,2.054051308102616,1.180550715
M10,GiantMarsh,T2,2,c,2026-04-17,2026-05-14,2026,201.9986681,1,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G2-2c,2.0564897129794257,1.183339143
M10,GiantMarsh,T2,6,a,2026-04-17,2026-05-14,2026,2.192161037,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G2-6a,1.9406654813309625,1.050888811
M10,GiantMarsh,T2,6,b,2026-04-17,2026-05-14,2026,1.915390081,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G2-6b,1.9434086868173737,1.054025793
M10,GiantMarsh,T2,6,c,2026-04-17,2026-05-14,2026,3.217098495,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G2-6c,1.9473710947421896,1.058556988
M10,GiantMarsh,T2,12,a,2026-04-17,2026-05-14,2026,0.647506641,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G2-12a,1.9333502667005331,1.042523527
M10,GiantMarsh,T2,12,b,2026-04-17,2026-05-14,2026,1.892975942,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G2-12b,1.9354838709677415,1.044963402
M10,GiantMarsh,T2,12,c,2026-04-17,2026-05-14,2026,2.23960915,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G2-12c,1.9318262636525272,1.04078076
M10,GiantMarsh,T2,18,a,2026-04-17,2026-05-14,2026,1.465884707,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G2-18a,1.9610871221742443,1.074241896
M10,GiantMarsh,T2,18,b,2026-04-17,2026-05-14,2026,0.877877417,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G2-18b,1.9516383032766065,1.063436738
M10,GiantMarsh,T2,18,c,2026-04-17,2026-05-14,2026,0.784902403,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G2-18c,1.9586487172974345,1.071453468
M10,GiantMarsh,T2,24,a,2026-04-17,2026-05-14,2026,0.346225678,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G2-24a,1.9357886715773431,1.045311955
M10,GiantMarsh,T2,24,b,2026-04-17,2026-05-14,2026,0.485426216,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G2-24b,1.9406654813309625,1.050888811
M10,GiantMarsh,T2,24,c,2026-04-17,2026-05-14,2026,0.5692027,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G2-24c,1.9354838709677415,1.044963402
M10,GiantMarsh,T2,48,a,2026-04-17,2026-05-14,2026,1.34822503,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Upland,G2-48a,1.8733045466090932,0.973858487
M10,GiantMarsh,T2,48,b,2026-04-17,2026-05-14,2026,1.403241554,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Upland,G2-48b,1.897078994157988,1.001045661
M10,GiantMarsh,T2,48,c,2026-04-17,2026-05-14,2026,1.143004664,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Upland,G2-48c,1.8836677673355344,0.985709306
