Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Season,Month,Year,Flux,LOI,marsh_edge_type,marsh_orientation,Study.Phase,Phen_Period,Marsh_Loc,Elevation_m,z_star,Species,AvgHt,MaxHt,Cover
CorteMadera,D,2,c,2023-06-20,2023-07-18,Summer,July,2023,5.696520461,NA,Scarped,East.facing,NA,NA,Channel,1.829,0.974784061,SAPA,30,43,5
CorteMadera,D,2,c,2023-06-20,2023-07-18,Summer,July,2023,5.696520461,NA,Scarped,East.facing,NA,NA,Channel,1.829,0.974784061,DISP,25,56,50
CorteMadera,D,2,c,2023-06-20,2023-07-18,Summer,July,2023,5.696520461,NA,Scarped,East.facing,NA,NA,Channel,1.829,0.974784061,GRST,58,74,35
CorteMadera,D,6,a,2023-06-20,2023-07-18,Summer,July,2023,17.05280568,NA,Scarped,East.facing,NA,NA,Channel,1.858,1.009382009,SAPA,35,46,25
CorteMadera,D,6,a,2023-06-20,2023-07-18,Summer,July,2023,17.05280568,NA,Scarped,East.facing,NA,NA,Channel,1.858,1.009382009,DISP,23,26,25
CorteMadera,D,6,b,2023-06-20,2023-07-18,Summer,July,2023,12.2335212,NA,Scarped,East.facing,NA,NA,Channel,1.858,1.009382009,SAPA,35,46,25
CorteMadera,D,6,b,2023-06-20,2023-07-18,Summer,July,2023,12.2335212,NA,Scarped,East.facing,NA,NA,Channel,1.858,1.009382009,DISP,23,26,25
CorteMadera,D,6,c,2023-06-20,2023-07-18,Summer,July,2023,7.445479049,NA,Scarped,East.facing,NA,NA,Channel,1.858,1.009382009,SAPA,35,46,25
CorteMadera,D,6,c,2023-06-20,2023-07-18,Summer,July,2023,7.445479049,NA,Scarped,East.facing,NA,NA,Channel,1.858,1.009382009,DISP,23,26,25
CorteMadera,D,12,a,2023-06-20,2023-07-18,Summer,July,2023,8.994119088,NA,Scarped,East.facing,NA,NA,Channel,1.791,0.929448819,SAPA,35,52,35
CorteMadera,D,12,a,2023-06-20,2023-07-18,Summer,July,2023,8.994119088,NA,Scarped,East.facing,NA,NA,Channel,1.791,0.929448819,DISP,23,31,30
CorteMadera,D,12,b,2023-06-20,2023-07-18,Summer,July,2023,9.992648861,NA,Scarped,East.facing,NA,NA,Channel,1.791,0.929448819,SAPA,35,52,35
CorteMadera,D,12,b,2023-06-20,2023-07-18,Summer,July,2023,9.992648861,NA,Scarped,East.facing,NA,NA,Channel,1.791,0.929448819,DISP,23,31,30
CorteMadera,D,12,c,2023-06-20,2023-07-18,Summer,July,2023,9.963856898,NA,Scarped,East.facing,NA,NA,Channel,1.791,0.929448819,SAPA,35,52,35
CorteMadera,D,12,c,2023-06-20,2023-07-18,Summer,July,2023,9.963856898,NA,Scarped,East.facing,NA,NA,Channel,1.791,0.929448819,DISP,23,31,30
CorteMadera,D,24,a,2023-06-20,2023-07-18,Summer,July,2023,7.95025729,NA,Scarped,East.facing,NA,NA,Channel,1.765,0.898429969,SAPA,25,37,45
CorteMadera,D,24,a,2023-06-20,2023-07-18,Summer,July,2023,7.95025729,NA,Scarped,East.facing,NA,NA,Channel,1.765,0.898429969,SPFO,46,59,15
CorteMadera,D,24,b,2023-06-20,2023-07-18,Summer,July,2023,8.999019848,NA,Scarped,East.facing,NA,NA,Channel,1.765,0.898429969,SAPA,25,37,45
CorteMadera,D,24,b,2023-06-20,2023-07-18,Summer,July,2023,8.999019848,NA,Scarped,East.facing,NA,NA,Channel,1.765,0.898429969,SPFO,46,59,15
CorteMadera,D,24,c,2023-06-20,2023-07-18,Summer,July,2023,9.223842196,NA,Scarped,East.facing,NA,NA,Channel,1.765,0.898429969,SAPA,25,37,45
CorteMadera,D,24,c,2023-06-20,2023-07-18,Summer,July,2023,9.223842196,NA,Scarped,East.facing,NA,NA,Channel,1.765,0.898429969,SPFO,46,59,15
CorteMadera,D,48,a,2023-06-20,2023-07-18,Summer,July,2023,6.319529527,NA,Scarped,East.facing,NA,NA,Channel,1.728,0.854287759,SAPA,33,45,25
CorteMadera,D,48,a,2023-06-20,2023-07-18,Summer,July,2023,6.319529527,NA,Scarped,East.facing,NA,NA,Channel,1.728,0.854287759,SPFO,48,62,15
CorteMadera,D,48,b,2023-06-20,2023-07-18,Summer,July,2023,5.574614065,NA,Scarped,East.facing,NA,NA,Channel,1.728,0.854287759,SAPA,33,45,25
CorteMadera,D,48,b,2023-06-20,2023-07-18,Summer,July,2023,5.574614065,NA,Scarped,East.facing,NA,NA,Channel,1.728,0.854287759,SPFO,48,62,15
CorteMadera,D,48,c,2023-06-20,2023-07-18,Summer,July,2023,1.314016173,NA,Scarped,East.facing,NA,NA,Channel,1.728,0.854287759,SAPA,33,45,25
CorteMadera,D,48,c,2023-06-20,2023-07-18,Summer,July,2023,1.314016173,NA,Scarped,East.facing,NA,NA,Channel,1.728,0.854287759,SPFO,48,62,15
SanPablo,A,6,c,2023-06-21,2023-07-19,Summer,July,2023,113.6773584,NA,Ramped,South.facing,NA,NA,Bay,0.889,-0.167542323,SPFO,46,91,1
SanPablo,A,6,a,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,Bay,0.889,-0.167542323,SPFO,46,91,1
SanPablo,A,6,b,2023-06-21,2023-07-19,Summer,July,2023,2.777772618,NA,Ramped,South.facing,NA,NA,Bay,0.889,-0.167542323,SPFO,46,91,1
SanPablo,A,9,c,2023-06-21,2023-07-19,Summer,July,2023,9.96261778,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,72,91,10
SanPablo,A,9,a,2023-06-21,2023-07-19,Summer,July,2023,2.054387952,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,72,91,10
SanPablo,A,9,b,2023-06-21,2023-07-19,Summer,July,2023,1.533134479,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,72,91,10
SanPablo,A,12,c,2023-06-21,2023-07-19,Summer,July,2023,0.933478604,NA,Ramped,South.facing,NA,NA,Bay,1.069,0.039305726,SPFO,89,107,10
SanPablo,A,12,a,2023-06-21,2023-07-19,Summer,July,2023,0.886314659,NA,Ramped,South.facing,NA,NA,Bay,1.069,0.039305726,SPFO,89,107,10
SanPablo,A,12,b,2023-06-21,2023-07-19,Summer,July,2023,0.918778154,NA,Ramped,South.facing,NA,NA,Bay,1.069,0.039305726,SPFO,89,107,10
SanPablo,A,18,c,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,50,67,10
SanPablo,A,18,a,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,50,67,10
SanPablo,A,18,b,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,50,67,10
SanPablo,A,24,c,2023-06-21,2023-07-19,Summer,July,2023,1.422881101,NA,Ramped,South.facing,NA,NA,Bay,1.713,0.779362081,SAPA,46,58,40
SanPablo,A,24,c,2023-06-21,2023-07-19,Summer,July,2023,1.422881101,NA,Ramped,South.facing,NA,NA,Bay,1.713,0.779362081,SPFO,80,88,5
SanPablo,A,24,a,2023-06-21,2023-07-19,Summer,July,2023,27.41266499,NA,Ramped,South.facing,NA,NA,Bay,1.713,0.779362081,SAPA,46,58,40
SanPablo,A,24,a,2023-06-21,2023-07-19,Summer,July,2023,27.41266499,NA,Ramped,South.facing,NA,NA,Bay,1.713,0.779362081,SPFO,80,88,5
SanPablo,A,24,b,2023-06-21,2023-07-19,Summer,July,2023,9.464027502,NA,Ramped,South.facing,NA,NA,Bay,1.713,0.779362081,SAPA,46,58,40
SanPablo,A,24,b,2023-06-21,2023-07-19,Summer,July,2023,9.464027502,NA,Ramped,South.facing,NA,NA,Bay,1.713,0.779362081,SPFO,80,88,5
SanPablo,A,48,c,2023-06-21,2023-07-19,Summer,July,2023,31.40751241,NA,Ramped,South.facing,NA,NA,Bay,2.01,1.120661362,SAPA,34,67,50
SanPablo,A,48,a,2023-06-21,2023-07-19,Summer,July,2023,28.23160259,NA,Ramped,South.facing,NA,NA,Bay,2.01,1.120661362,SAPA,34,67,50
SanPablo,A,48,b,2023-06-21,2023-07-19,Summer,July,2023,23.50357021,NA,Ramped,South.facing,NA,NA,Bay,2.01,1.120661362,SAPA,34,67,50
SanPablo,A,72,c,2023-06-21,2023-07-19,Summer,July,2023,20.47956505,NA,Ramped,South.facing,NA,NA,Bay,2.04,1.155136037,SAPA,51,62,80
SanPablo,A,72,a,2023-06-21,2023-07-19,Summer,July,2023,19.96076165,NA,Ramped,South.facing,NA,NA,Bay,2.04,1.155136037,SAPA,51,62,80
SanPablo,A,72,b,2023-06-21,2023-07-19,Summer,July,2023,18.09686703,NA,Ramped,South.facing,NA,NA,Bay,2.04,1.155136037,SAPA,51,62,80
SanPablo,A,150,c,2023-06-21,2023-07-19,Summer,July,2023,2.078276184,NA,Ramped,South.facing,NA,NA,Bay,1.974,1.079291752,SAPA,38,51,85
SanPablo,A,150,a,2023-06-21,2023-07-19,Summer,July,2023,1.874307434,NA,Ramped,South.facing,NA,NA,Bay,1.974,1.079291752,SAPA,38,51,85
SanPablo,A,150,b,2023-06-21,2023-07-19,Summer,July,2023,1.369591968,NA,Ramped,South.facing,NA,NA,Bay,1.974,1.079291752,SAPA,38,51,85
SanPablo,B,0.5,c,2023-06-21,2023-07-19,Summer,July,2023,2.268157002,NA,Ramped,South.facing,NA,NA,Bay,0.774,-0.299695244,SPFO,62,108,1
SanPablo,B,0.5,a,2023-06-21,2023-07-19,Summer,July,2023,4.760495874,NA,Ramped,South.facing,NA,NA,Bay,0.774,-0.299695244,SPFO,62,108,1
SanPablo,B,0.5,b,2023-06-21,2023-07-19,Summer,July,2023,6.70830556,NA,Ramped,South.facing,NA,NA,Bay,0.774,-0.299695244,SPFO,62,108,1
SanPablo,B,2,c,2023-06-21,2023-07-19,Summer,July,2023,17.58357631,NA,Ramped,South.facing,NA,NA,Bay,0.805,-0.264071413,SPFO,48,68,1
SanPablo,B,2,a,2023-06-21,2023-07-19,Summer,July,2023,18.86864068,NA,Ramped,South.facing,NA,NA,Bay,0.805,-0.264071413,SPFO,48,68,1
SanPablo,B,2,b,2023-06-21,2023-07-19,Summer,July,2023,18.15873143,NA,Ramped,South.facing,NA,NA,Bay,0.805,-0.264071413,SPFO,48,68,1
SanPablo,B,6,c,2023-06-21,2023-07-19,Summer,July,2023,3.264112521,NA,Ramped,South.facing,NA,NA,Bay,0.837,-0.227298427,SPFO,54,88,2
SanPablo,B,6,a,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,Bay,0.837,-0.227298427,SPFO,54,88,2
SanPablo,B,6,b,2023-06-21,2023-07-19,Summer,July,2023,0.493690128,NA,Ramped,South.facing,NA,NA,Bay,0.837,-0.227298427,SPFO,54,88,2
SanPablo,B,9,c,2023-06-21,2023-07-19,Summer,July,2023,0.580667793,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,76,92,5
SanPablo,B,9,a,2023-06-21,2023-07-19,Summer,July,2023,2.004773931,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,76,92,5
SanPablo,B,9,b,2023-06-21,2023-07-19,Summer,July,2023,1.496995872,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,76,92,5
SanPablo,B,12,c,2023-06-21,2023-07-19,Summer,July,2023,0.435500845,NA,Ramped,South.facing,NA,NA,Bay,1.042,0.008278519,SPFO,69,79,10
SanPablo,B,12,a,2023-06-21,2023-07-19,Summer,July,2023,0.5972058,NA,Ramped,South.facing,NA,NA,Bay,1.042,0.008278519,SPFO,69,79,10
SanPablo,B,12,b,2023-06-21,2023-07-19,Summer,July,2023,0.518803397,NA,Ramped,South.facing,NA,NA,Bay,1.042,0.008278519,SPFO,69,79,10
SanPablo,B,18,c,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,60,85,10
SanPablo,B,18,a,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,60,85,10
SanPablo,B,18,b,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,NA,NA,NA,SPFO,60,85,10
SanPablo,B,24,c,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,Bay,1.563,0.606988706,SPFO,70,81,60
SanPablo,B,24,c,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,Bay,1.563,0.606988706,SAPA,40,52,10
SanPablo,B,24,a,2023-06-21,2023-07-19,Summer,July,2023,NA,13.00255662,Ramped,South.facing,NA,NA,Bay,1.563,0.606988706,SPFO,70,81,60
SanPablo,B,24,a,2023-06-21,2023-07-19,Summer,July,2023,NA,13.00255662,Ramped,South.facing,NA,NA,Bay,1.563,0.606988706,SAPA,40,52,10
SanPablo,B,24,b,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,Bay,1.563,0.606988706,SPFO,70,81,60
SanPablo,B,24,b,2023-06-21,2023-07-19,Summer,July,2023,NA,NA,Ramped,South.facing,NA,NA,Bay,1.563,0.606988706,SAPA,40,52,10
SanPablo,B,48,c,2023-06-21,2023-07-19,Summer,July,2023,6.574163949,NA,Ramped,South.facing,NA,NA,Bay,1.978,1.083888376,SAPA,41,57,60
SanPablo,B,48,a,2023-06-21,2023-07-19,Summer,July,2023,4.682093471,NA,Ramped,South.facing,NA,NA,Bay,1.978,1.083888376,SAPA,41,57,60
SanPablo,B,48,b,2023-06-21,2023-07-19,Summer,July,2023,5.803002819,7.075622208,Ramped,South.facing,NA,NA,Bay,1.978,1.083888376,SAPA,41,57,60
SanPablo,B,72,c,2023-06-21,2023-07-19,Summer,July,2023,24.22082969,NA,Ramped,South.facing,NA,NA,Bay,2.012,1.122959674,SAPA,36,45,90
SanPablo,B,72,a,2023-06-21,2023-07-19,Summer,July,2023,24.31148247,17.40708381,Ramped,South.facing,NA,NA,Bay,2.012,1.122959674,SAPA,36,45,90
SanPablo,B,72,b,2023-06-21,2023-07-19,Summer,July,2023,25.40421595,NA,Ramped,South.facing,NA,NA,Bay,2.012,1.122959674,SAPA,36,45,90
SanPablo,B,150,c,2023-06-21,2023-07-19,Summer,July,2023,6.119062504,NA,Ramped,South.facing,NA,NA,Bay,2.014,1.125257985,SAPA,40,49,90
SanPablo,B,150,a,2023-06-21,2023-07-19,Summer,July,2023,4.45362397,NA,Ramped,South.facing,NA,NA,Bay,2.014,1.125257985,SAPA,40,49,90
SanPablo,B,150,b,2023-06-21,2023-07-19,Summer,July,2023,6.126412729,NA,Ramped,South.facing,NA,NA,Bay,2.014,1.125257985,SAPA,40,49,90
