Site,Tran,Dist,Replicate,Date placed in field,Date removed from field,Season ,Year ,Flux
Corte Madera,D,48,a,2/17/2023,3/23/2023,Spring ,2023,23.32257088
Corte Madera,D,48,c,2/17/2023,3/23/2023,Spring ,2023,8.055443447
Corte Madera,D,48,b,2/17/2023,3/23/2023,Spring ,2023,4.551220145
San Pablo,A,0.5,c,2/15/2023,3/23/2023,Spring ,2023,334.6825014
San Pablo,A,0.5,a,2/15/2023,3/23/2023,Spring ,2023,306.8800703
San Pablo,A,0.5,b,2/15/2023,3/23/2023,Spring ,2023,289.5156396
San Pablo,B,0.5,b,2/15/2023,3/23/2023,Spring ,2023,53.01799127
San Pablo,B,0.5,a,2/15/2023,3/23/2023,Spring ,2023,38.88738744
San Pablo,B,0.5,c,2/15/2023,3/23/2023,Spring ,2023,37.2423662
San Pablo,C,0.5,c,2/15/2023,3/23/2023,Spring ,2023,11.52229474
San Pablo,C,0.5,a,2/15/2023,3/23/2023,Spring ,2023,8.099812088
San Pablo,C,0.5,b,2/15/2023,3/23/2023,Spring ,2023,6.83639004
San Pablo,D,0.5,a,2/15/2023,3/23/2023,Spring ,2023,64.50312654
San Pablo,D,0.5,b,2/15/2023,3/23/2023,Spring ,2023,11.12545063
San Pablo,D,0.5,c,2/15/2023,3/23/2023,Spring ,2023,8.995450644
San Pablo,A,2,a,2/15/2023,3/23/2023,Spring ,2023,308.6160846
San Pablo,A,2,b,2/15/2023,3/23/2023,Spring ,2023,292.9352638
San Pablo,A,2,c,2/15/2023,3/23/2023,Spring ,2023,117.0237526
San Pablo,B,2,b,2/15/2023,3/23/2023,Spring ,2023,35.41535883
San Pablo,B,2,c,2/15/2023,3/23/2023,Spring ,2023,30.3569066
San Pablo,B,2,a,2/15/2023,3/23/2023,Spring ,2023,28.48321169
San Pablo,C,2,c,2/15/2023,3/23/2023,Spring ,2023,24.66674335
San Pablo,C,2,a,2/15/2023,3/23/2023,Spring ,2023,9.068816781
San Pablo,C,2,b,2/15/2023,3/23/2023,Spring ,2023,5.703978951
San Pablo,D,2,c,2/15/2023,3/23/2023,Spring ,2023,107.3794404
San Pablo,D,2,b,2/15/2023,3/23/2023,Spring ,2023,54.00652851
San Pablo,D,2,a,2/15/2023,3/23/2023,Spring ,2023,10.62427417
San Pablo,A,6,c,2/15/2023,3/23/2023,Spring ,2023,19.9732162
San Pablo,A,6,b,2/15/2023,3/23/2023,Spring ,2023,15.64604332
San Pablo,A,6,a,2/15/2023,3/23/2023,Spring ,2023,2.97418697
San Pablo,B,6,c,2/15/2023,3/23/2023,Spring ,2023,25.98161698
San Pablo,B,6,a,2/15/2023,3/23/2023,Spring ,2023,19.36723096
San Pablo,B,6,b,2/15/2023,3/23/2023,Spring ,2023,4.217123668
San Pablo,C,6,a,2/15/2023,3/23/2023,Spring ,2023,45.57275758
San Pablo,C,6,b,2/15/2023,3/23/2023,Spring ,2023,13.27450676
San Pablo,C,6,c,2/15/2023,3/23/2023,Spring ,2023,11.22025493
San Pablo,D,6,b,2/15/2023,3/23/2023,Spring ,2023,33.97471468
San Pablo,D,6,a,2/15/2023,3/23/2023,Spring ,2023,21.78259664
San Pablo,D,6,c,2/15/2023,3/23/2023,Spring ,2023,14.54269285
San Pablo,A,9,a,2/15/2023,3/23/2023,Spring ,2023,0
San Pablo,A,9,b,2/15/2023,3/23/2023,Spring ,2023,1.813668075
San Pablo,A,9,c,2/15/2023,3/23/2023,Spring ,2023,1.674081854
San Pablo,B,9,a,2/15/2023,3/23/2023,Spring ,2023,0
San Pablo,B,9,b,2/15/2023,3/23/2023,Spring ,2023,2.46729366
San Pablo,B,9,c,2/15/2023,3/23/2023,Spring ,2023,2.286736738
San Pablo,A,12,a,2/15/2023,3/23/2023,Spring ,2023,0
San Pablo,A,12,c,2/15/2023,3/23/2023,Spring ,2023,1.978503682
San Pablo,A,12,b,2/15/2023,3/23/2023,Spring ,2023,1.944202631
San Pablo,B,12,b,2/15/2023,3/23/2023,Spring ,2023,3.819326756
San Pablo,B,12,c,2/15/2023,3/23/2023,Spring ,2023,2.017092364
San Pablo,B,12,a,2/15/2023,3/23/2023,Spring ,2023,1.070955039
San Pablo,C,12,c,2/15/2023,3/23/2023,Spring ,2023,11.93486016
San Pablo,C,12,b,2/15/2023,3/23/2023,Spring ,2023,3.383417565
San Pablo,C,12,a,2/15/2023,3/23/2023,Spring ,2023,2.547329446
San Pablo,D,12,a,2/15/2023,3/23/2023,Spring ,2023,14.42073355
San Pablo,D,12,b,2/15/2023,3/23/2023,Spring ,2023,9.075010026
San Pablo,D,12,c,2/15/2023,3/23/2023,Spring ,2023,7.996432531
San Pablo,A,18,b,2/15/2023,3/23/2023,Spring ,2023,0
San Pablo,A,18,c,2/15/2023,3/23/2023,Spring ,2023,0
San Pablo,A,18,a,2/15/2023,3/23/2023,Spring ,2023,0
San Pablo,B,18,c,2/15/2023,3/23/2023,Spring ,2023,0
San Pablo,B,18,a,2/15/2023,3/23/2023,Spring ,2023,31.82375294
San Pablo,B,18,b,2/15/2023,3/23/2023,Spring ,2023,8.199380417
San Pablo,A,24,a,2/15/2023,3/23/2023,Spring ,2023,2.782672768
San Pablo,A,24,b,2/15/2023,3/23/2023,Spring ,2023,2.285783931
San Pablo,A,24,c,2/15/2023,3/23/2023,Spring ,2023,1.098110038
San Pablo,B,24,b,2/15/2023,3/23/2023,Spring ,2023,4.758318029
San Pablo,B,24,c,2/15/2023,3/23/2023,Spring ,2023,4.210454019
San Pablo,B,24,a,2/15/2023,3/23/2023,Spring ,2023,2.378206208
San Pablo,C,24,a,2/15/2023,3/23/2023,Spring ,2023,NA
San Pablo,C,24,b,2/15/2023,3/23/2023,Spring ,2023,76.74860177
San Pablo,C,24,c,2/15/2023,3/23/2023,Spring ,2023,14.02650967
San Pablo,D,24,b,2/15/2023,3/23/2023,Spring ,2023,40.04547668
San Pablo,D,24,a,2/15/2023,3/23/2023,Spring ,2023,17.17529852
San Pablo,D,24,c,2/15/2023,3/23/2023,Spring ,2023,10.24539728
San Pablo,A,48,c,2/15/2023,3/23/2023,Spring ,2023,1.806998427
San Pablo,A,48,b,2/15/2023,3/23/2023,Spring ,2023,1.715528957
San Pablo,A,48,a,2/15/2023,3/23/2023,Spring ,2023,1.244842312
San Pablo,B,48,b,2/15/2023,3/23/2023,Spring ,2023,1.829389391
San Pablo,B,48,c,2/15/2023,3/23/2023,Spring ,2023,1.747924394
San Pablo,B,48,a,2/15/2023,3/23/2023,Spring ,2023,1.301057923
San Pablo,C,48,b,2/15/2023,3/23/2023,Spring ,2023,2.244813231
San Pablo,C,48,c,2/15/2023,3/23/2023,Spring ,2023,1.795088339
San Pablo,C,48,a,2/15/2023,3/23/2023,Spring ,2023,1.56974949
San Pablo,D,48,a,2/15/2023,3/23/2023,Spring ,2023,2.392021909
San Pablo,D,48,b,2/15/2023,3/23/2023,Spring ,2023,1.680275099
San Pablo,D,48,c,2/15/2023,3/23/2023,Spring ,2023,1.505911423
San Pablo,A,72,a,2/15/2023,3/23/2023,Spring ,2023,33.38254515
San Pablo,A,72,c,2/15/2023,3/23/2023,Spring ,2023,31.35882203
San Pablo,A,72,b,2/15/2023,3/23/2023,Spring ,2023,24.31706319
San Pablo,B,72,a,2/15/2023,3/23/2023,Spring ,2023,37.01419454
San Pablo,B,72,c,2/15/2023,3/23/2023,Spring ,2023,31.97572565
San Pablo,B,72,b,2/15/2023,3/23/2023,Spring ,2023,26.45087441
San Pablo,C,72,c,2/15/2023,3/23/2023,Spring ,2023,28.19260556
San Pablo,C,72,b,2/15/2023,3/23/2023,Spring ,2023,17.19578387
San Pablo,C,72,a,2/15/2023,3/23/2023,Spring ,2023,7.391809136
San Pablo,D,72,c,2/15/2023,3/23/2023,Spring ,2023,43.68756092
San Pablo,D,72,b,2/15/2023,3/23/2023,Spring ,2023,36.19142011
San Pablo,D,72,a,2/15/2023,3/23/2023,Spring ,2023,30.30354941
San Pablo,A,150,b,2/15/2023,3/23/2023,Spring ,2023,5.69016325
San Pablo,A,150,c,2/15/2023,3/23/2023,Spring ,2023,4.477239972
San Pablo,A,150,a,2/15/2023,3/23/2023,Spring ,2023,3.252440292
San Pablo,B,150,b,2/15/2023,3/23/2023,Spring ,2023,4.514875847
San Pablo,B,150,c,2/15/2023,3/23/2023,Spring ,2023,4.053555196
San Pablo,B,150,a,2/15/2023,3/23/2023,Spring ,2023,3.198096609
San Pablo,C,150,b,2/15/2023,3/23/2023,Spring ,2023,5.519009029
San Pablo,C,150,c,2/15/2023,3/23/2023,Spring ,2023,5.514370363
San Pablo,C,150,a,2/15/2023,3/23/2023,Spring ,2023,2.534942955
San Pablo,D,150,a,2/15/2023,3/23/2023,Spring ,2023,8.843954335
San Pablo,D,150,b,2/15/2023,3/23/2023,Spring ,2023,4.778803379
San Pablo,D,150,c,2/15/2023,3/23/2023,Spring ,2023,3.548253172
Corte Madera,A,0.5,a,1/18/2023,2/17/2023,Winter ,2023,0
Corte Madera,A,0.5,b,1/18/2023,2/17/2023,Winter ,2023,0
Corte Madera,A,0.5,c,1/18/2023,2/17/2023,Winter ,2023,0
Corte Madera,B,0.5,a,1/18/2023,2/17/2023,Winter ,2023,0
Corte Madera,B,0.5,c,1/18/2023,2/17/2023,Winter ,2023,0
Corte Madera,B,0.5,b,1/18/2023,2/17/2023,Winter ,2023,0
Corte Madera,C,0.5,b,1/18/2023,2/17/2023,Winter ,2023,0
Corte Madera,C,0.5,a,1/18/2023,2/17/2023,Winter ,2023,1.090909091
Corte Madera,C,0.5,c,1/18/2023,2/17/2023,Winter ,2023,1.039451115
Corte Madera,D,0.5,a,1/18/2023,2/17/2023,Winter ,2023,1.293310463
Corte Madera,D,0.5,c,1/18/2023,2/17/2023,Winter ,2023,1.058319039
Corte Madera,D,0.5,b,1/18/2023,2/17/2023,Winter ,2023,0.91023442
Corte Madera,A,2,c,1/18/2023,2/17/2023,Winter ,2023,NA
Corte Madera,A,2,b,1/18/2023,2/17/2023,Winter ,2023,2.128073185
Corte Madera,A,2,a,1/18/2023,2/17/2023,Winter ,2023,0.045740423
Corte Madera,B,2,a,1/18/2023,2/17/2023,Winter ,2023,0
Corte Madera,B,2,b,1/18/2023,2/17/2023,Winter ,2023,4.417762531
Corte Madera,B,2,c,1/18/2023,2/17/2023,Winter ,2023,0.12864494
Corte Madera,C,2,c,1/18/2023,2/17/2023,Winter ,2023,3.083476272
Corte Madera,C,2,b,1/18/2023,2/17/2023,Winter ,2023,1.715837621
Corte Madera,C,2,a,1/18/2023,2/17/2023,Winter ,2023,1.29616924
Corte Madera,D,2,a,1/18/2023,2/17/2023,Winter ,2023,1.072041166
Corte Madera,D,2,b,1/18/2023,2/17/2023,Winter ,2023,1.039451115
Corte Madera,D,2,c,1/18/2023,2/17/2023,Winter ,2023,0.945111492
Corte Madera,A,6,b,1/18/2023,2/17/2023,Winter ,2023,2.380217267
Corte Madera,A,6,c,1/18/2023,2/17/2023,Winter ,2023,2.218982276
Corte Madera,A,6,a,1/18/2023,2/17/2023,Winter ,2023,0.961692396
Corte Madera,B,6,c,1/18/2023,2/17/2023,Winter ,2023,1.720411664
Corte Madera,B,6,b,1/18/2023,2/17/2023,Winter ,2023,1.335048599
Corte Madera,B,6,a,1/18/2023,2/17/2023,Winter ,2023,1.191538022
Corte Madera,C,6,b,1/18/2023,2/17/2023,Winter ,2023,2.488850772
Corte Madera,C,6,a,1/18/2023,2/17/2023,Winter ,2023,1.918810749
Corte Madera,C,6,c,1/18/2023,2/17/2023,Winter ,2023,1.627787307
Corte Madera,D,6,b,1/18/2023,2/17/2023,Winter ,2023,1.316180675
Corte Madera,D,6,a,1/18/2023,2/17/2023,Winter ,2023,1.194968553
Corte Madera,D,6,c,1/18/2023,2/17/2023,Winter ,2023,0.942252716
Corte Madera,A,12,b,1/18/2023,2/17/2023,Winter ,2023,1.922241281
Corte Madera,A,12,a,1/18/2023,2/17/2023,Winter ,2023,1.699256718
Corte Madera,A,12,c,1/18/2023,2/17/2023,Winter ,2023,1.243567753
Corte Madera,B,12,b,1/18/2023,2/17/2023,Winter ,2023,2.076043453
Corte Madera,B,12,c,1/18/2023,2/17/2023,Winter ,2023,1.696397942
Corte Madera,B,12,a,1/18/2023,2/17/2023,Winter ,2023,1.344768439
Corte Madera,C,12,a,1/18/2023,2/17/2023,Winter ,2023,1.902801601
Corte Madera,C,12,c,1/18/2023,2/17/2023,Winter ,2023,1.363064608
Corte Madera,C,12,b,1/18/2023,2/17/2023,Winter ,2023,1.047455689
Corte Madera,D,12,a,1/18/2023,2/17/2023,Winter ,2023,1.134934248
Corte Madera,D,12,c,1/18/2023,2/17/2023,Winter ,2023,1.014293882
Corte Madera,D,12,b,1/18/2023,2/17/2023,Winter ,2023,0.943396226
Corte Madera,A,18,a,1/18/2023,2/17/2023,Winter ,2023,2.144082333
Corte Madera,A,18,c,1/18/2023,2/17/2023,Winter ,2023,1.84219554
Corte Madera,A,18,b,1/18/2023,2/17/2023,Winter ,2023,1.688393368
Corte Madera,B,18,a,1/18/2023,2/17/2023,Winter ,2023,2.768439108
Corte Madera,B,18,c,1/18/2023,2/17/2023,Winter ,2023,1.945111492
Corte Madera,B,18,b,1/18/2023,2/17/2023,Winter ,2023,1.648370497
Corte Madera,A,24,c,1/18/2023,2/17/2023,Winter ,2023,1.818181818
Corte Madera,A,24,a,1/18/2023,2/17/2023,Winter ,2023,1.388793596
Corte Madera,A,24,b,1/18/2023,2/17/2023,Winter ,2023,1.203544883
Corte Madera,B,24,b,1/18/2023,2/17/2023,Winter ,2023,6.219554031
Corte Madera,B,24,a,1/18/2023,2/17/2023,Winter ,2023,6.1189251
Corte Madera,B,24,c,1/18/2023,2/17/2023,Winter ,2023,3.259576901
Corte Madera,C,24,a,1/18/2023,2/17/2023,Winter ,2023,1.293882218
Corte Madera,C,24,c,1/18/2023,2/17/2023,Winter ,2023,0.927387078
Corte Madera,C,24,b,1/18/2023,2/17/2023,Winter ,2023,0.817038308
Corte Madera,D,24,c,1/18/2023,2/17/2023,Winter ,2023,1.01086335
Corte Madera,D,24,b,1/18/2023,2/17/2023,Winter ,2023,0.934248142
Corte Madera,D,24,a,1/18/2023,2/17/2023,Winter ,2023,0.822184105
Corte Madera,A,30,b,1/18/2023,2/17/2023,Winter ,2023,1.616923957
Corte Madera,A,30,c,1/18/2023,2/17/2023,Winter ,2023,1.476843911
Corte Madera,A,30,a,1/18/2023,2/17/2023,Winter ,2023,1.468839337
Corte Madera,B,30,b,1/18/2023,2/17/2023,Winter ,2023,2.576329331
Corte Madera,B,30,a,1/18/2023,2/17/2023,Winter ,2023,1.205831904
Corte Madera,B,30,c,1/18/2023,2/17/2023,Winter ,2023,1.096054889
Corte Madera,A,48,a,1/18/2023,2/17/2023,Winter ,2023,1.555174385
Corte Madera,A,48,c,1/18/2023,2/17/2023,Winter ,2023,1.53516295
Corte Madera,A,48,b,1/18/2023,2/17/2023,Winter ,2023,0.9514008
Corte Madera,B,48,c,1/18/2023,2/17/2023,Winter ,2023,1.035448828
Corte Madera,B,48,a,1/18/2023,2/17/2023,Winter ,2023,1.024013722
Corte Madera,B,48,b,1/18/2023,2/17/2023,Winter ,2023,0.954831332
Corte Madera,C,48,a,1/18/2023,2/17/2023,Winter ,2023,1.176672384
Corte Madera,C,48,c,1/18/2023,2/17/2023,Winter ,2023,1.033161807
Corte Madera,C,48,b,1/18/2023,2/17/2023,Winter ,2023,0.970268725
Corte Madera,D,48,b,1/18/2023,2/17/2023,Winter ,2023,0.884505432
Corte Madera,D,48,c,1/18/2023,2/17/2023,Winter ,2023,0.84105203
Corte Madera,D,48,a,1/18/2023,2/17/2023,Winter ,2023,0.807318468
San Pablo,A,0.5,b,1/17/2023,2/15/2023,Winter ,2023,254.4824549
San Pablo,A,0.5,c,1/17/2023,2/15/2023,Winter ,2023,220.5693605
San Pablo,A,0.5,a,1/17/2023,2/15/2023,Winter ,2023,200.3648587
San Pablo,B,0.5,b,1/17/2023,2/15/2023,Winter ,2023,109.7757828
San Pablo,B,0.5,c,1/17/2023,2/15/2023,Winter ,2023,92.28461232
San Pablo,B,0.5,a,1/17/2023,2/15/2023,Winter ,2023,70.92156287
San Pablo,C,0.5,b,1/17/2023,2/15/2023,Winter ,2023,89.26730262
San Pablo,C,0.5,c,1/17/2023,2/15/2023,Winter ,2023,84.17241374
San Pablo,C,0.5,a,1/17/2023,2/15/2023,Winter ,2023,70.16398276
San Pablo,D,0.5,b,1/17/2023,2/15/2023,Winter ,2023,182.6519142
San Pablo,D,0.5,a,1/17/2023,2/15/2023,Winter ,2023,180.1278299
San Pablo,D,0.5,c,1/17/2023,2/15/2023,Winter ,2023,64.18613752
San Pablo,A,2,a,1/17/2023,2/15/2023,Winter ,2023,292.7642021
San Pablo,A,2,c,1/17/2023,2/15/2023,Winter ,2023,252.7585314
San Pablo,A,2,b,1/17/2023,2/15/2023,Winter ,2023,240.8584322
San Pablo,B,2,a,1/17/2023,2/15/2023,Winter ,2023,81.89612502
San Pablo,B,2,b,1/17/2023,2/15/2023,Winter ,2023,1.812041732
San Pablo,B,2,c,1/17/2023,2/15/2023,Winter ,2023,1.286880813
San Pablo,C,2,c,1/17/2023,2/15/2023,Winter ,2023,104.1551416
San Pablo,C,2,a,1/17/2023,2/15/2023,Winter ,2023,22.32584447
San Pablo,C,2,b,1/17/2023,2/15/2023,Winter ,2023,3.38811589
San Pablo,D,2,c,1/17/2023,2/15/2023,Winter ,2023,222.2968324
San Pablo,D,2,b,1/17/2023,2/15/2023,Winter ,2023,74.83720527
San Pablo,D,2,a,1/17/2023,2/15/2023,Winter ,2023,5.354512352
San Pablo,A,6,c,1/17/2023,2/15/2023,Winter ,2023,137.5383438
San Pablo,A,6,b,1/17/2023,2/15/2023,Winter ,2023,35.25911491
San Pablo,A,6,a,1/17/2023,2/15/2023,Winter ,2023,1.96698786
San Pablo,B,6,a,1/17/2023,2/15/2023,Winter ,2023,31.77578404
San Pablo,B,6,b,1/17/2023,2/15/2023,Winter ,2023,1.963439475
San Pablo,B,6,c,1/17/2023,2/15/2023,Winter ,2023,1.154407788
San Pablo,C,6,a,1/17/2023,2/15/2023,Winter ,2023,2.563116471
San Pablo,C,6,b,1/17/2023,2/15/2023,Winter ,2023,1.799030989
San Pablo,C,6,c,1/17/2023,2/15/2023,Winter ,2023,1.7505364
San Pablo,D,6,b,1/17/2023,2/15/2023,Winter ,2023,66.02774912
San Pablo,D,6,a,1/17/2023,2/15/2023,Winter ,2023,15.7997738
San Pablo,D,6,c,1/17/2023,2/15/2023,Winter ,2023,2.165697397
San Pablo,A,9,b,1/17/2023,2/15/2023,Winter ,2023,2.683761548
San Pablo,A,9,c,1/17/2023,2/15/2023,Winter ,2023,1.300482954
San Pablo,A,9,a,1/17/2023,2/15/2023,Winter ,2023,1.242526005
San Pablo,B,9,b,1/17/2023,2/15/2023,Winter ,2023,1.89542877
San Pablo,B,9,c,1/17/2023,2/15/2023,Winter ,2023,1.610375208
San Pablo,B,9,a,1/17/2023,2/15/2023,Winter ,2023,1.165052942
San Pablo,A,12,a,1/17/2023,2/15/2023,Winter ,2023,2.002471706
San Pablo,A,12,c,1/17/2023,2/15/2023,Winter ,2023,1.666557964
San Pablo,A,12,b,1/17/2023,2/15/2023,Winter ,2023,1.622794554
San Pablo,B,12,b,1/17/2023,2/15/2023,Winter ,2023,2.042686731
San Pablo,B,12,c,1/17/2023,2/15/2023,Winter ,2023,1.510429042
San Pablo,B,12,a,1/17/2023,2/15/2023,Winter ,2023,0.761719893
San Pablo,C,12,b,1/17/2023,2/15/2023,Winter ,2023,3.018492494
San Pablo,C,12,a,1/17/2023,2/15/2023,Winter ,2023,1.109461583
San Pablo,C,12,c,1/17/2023,2/15/2023,Winter ,2023,0
San Pablo,D,12,b,1/17/2023,2/15/2023,Winter ,2023,15.04219369
San Pablo,D,12,c,1/17/2023,2/15/2023,Winter ,2023,5.335173656
San Pablo,D,12,a,1/17/2023,2/15/2023,Winter ,2023,2.895245269
San Pablo,A,18,b,1/17/2023,2/15/2023,Winter ,2023,0.39387069
San Pablo,A,18,a,1/17/2023,2/15/2023,Winter ,2023,0.241290152
San Pablo,A,18,c,1/17/2023,2/15/2023,Winter ,2023,0.120053679
San Pablo,B,18,a,1/17/2023,2/15/2023,Winter ,2023,1.96462227
San Pablo,B,18,c,1/17/2023,2/15/2023,Winter ,2023,1.372042043
San Pablo,B,18,b,1/17/2023,2/15/2023,Winter ,2023,0.580160881
San Pablo,A,24,c,1/17/2023,2/15/2023,Winter ,2023,0.925536982
San Pablo,A,24,b,1/17/2023,2/15/2023,Winter ,2023,0.794838149
San Pablo,A,24,a,1/17/2023,2/15/2023,Winter ,2023,0.745160765
San Pablo,B,24,b,1/17/2023,2/15/2023,Winter ,2023,2.100643679
San Pablo,B,24,a,1/17/2023,2/15/2023,Winter ,2023,1.639353682
San Pablo,B,24,c,1/17/2023,2/15/2023,Winter ,2023,0.780644611
San Pablo,C,24,b,1/17/2023,2/15/2023,Winter ,2023,4.1687605
San Pablo,C,24,a,1/17/2023,2/15/2023,Winter ,2023,2.308815576
San Pablo,C,24,c,1/17/2023,2/15/2023,Winter ,2023,1.671009008
San Pablo,D,24,b,1/17/2023,2/15/2023,Winter ,2023,3.647739362
San Pablo,D,24,c,1/17/2023,2/15/2023,Winter ,2023,3.543933871
San Pablo,D,24,a,1/17/2023,2/15/2023,Winter ,2023,3.359137415
San Pablo,A,48,a,1/17/2023,2/15/2023,Winter ,2023,2.127847961
San Pablo,A,48,b,1/17/2023,2/15/2023,Winter ,2023,2.108923244
San Pablo,A,48,c,1/17/2023,2/15/2023,Winter ,2023,1.322364659
San Pablo,B,48,c,1/17/2023,2/15/2023,Winter ,2023,4.902093316
San Pablo,B,48,b,1/17/2023,2/15/2023,Winter ,2023,3.138546173
San Pablo,B,48,a,1/17/2023,2/15/2023,Winter ,2023,1.995181827
San Pablo,C,48,b,1/17/2023,2/15/2023,Winter ,2023,13.29697987
San Pablo,C,48,a,1/17/2023,2/15/2023,Winter ,2023,11.56655098
San Pablo,C,48,c,1/17/2023,2/15/2023,Winter ,2023,10.81251925
San Pablo,D,48,b,1/17/2023,2/15/2023,Winter ,2023,49.78915843
San Pablo,D,48,c,1/17/2023,2/15/2023,Winter ,2023,16.84536446
San Pablo,D,48,a,1/17/2023,2/15/2023,Winter ,2023,10.49358877
San Pablo,A,72,c,1/17/2023,2/15/2023,Winter ,2023,0
San Pablo,A,72,a,1/17/2023,2/15/2023,Winter ,2023,0.615644727
San Pablo,A,72,b,1/17/2023,2/15/2023,Winter ,2023,0.441773882
San Pablo,B,72,a,1/17/2023,2/15/2023,Winter ,2023,1.718009541
San Pablo,B,72,b,1/17/2023,2/15/2023,Winter ,2023,1.617471977
San Pablo,B,72,c,1/17/2023,2/15/2023,Winter ,2023,0.543153739
San Pablo,C,72,b,1/17/2023,2/15/2023,Winter ,2023,1.08935407
San Pablo,C,72,c,1/17/2023,2/15/2023,Winter ,2023,1.047364853
San Pablo,C,72,a,1/17/2023,2/15/2023,Winter ,2023,0.743386572
San Pablo,D,72,a,1/17/2023,2/15/2023,Winter ,2023,1.183977659
San Pablo,D,72,b,1/17/2023,2/15/2023,Winter ,2023,1.00182725
San Pablo,D,72,c,1/17/2023,2/15/2023,Winter ,2023,0.884139161
San Pablo,A,150,a,1/17/2023,2/15/2023,Winter ,2023,4.197147577
San Pablo,A,150,c,1/17/2023,2/15/2023,Winter ,2023,3.570266299
San Pablo,A,150,b,1/17/2023,2/15/2023,Winter ,2023,1.496066533
San Pablo,B,150,b,1/17/2023,2/15/2023,Winter ,2023,0.648171586
San Pablo,B,150,a,1/17/2023,2/15/2023,Winter ,2023,0.095214987
San Pablo,B,150,c,1/17/2023,2/15/2023,Winter ,2023,0
San Pablo,C,150,a,1/17/2023,2/15/2023,Winter ,2023,1.618654772
San Pablo,C,150,b,1/17/2023,2/15/2023,Winter ,2023,1.567794593
San Pablo,C,150,c,1/17/2023,2/15/2023,Winter ,2023,1.533493542
San Pablo,D,150,a,1/17/2023,2/15/2023,Winter ,2023,1.443009735
San Pablo,D,150,b,1/17/2023,2/15/2023,Winter ,2023,0.944461699
San Pablo,D,150,c,1/17/2023,2/15/2023,Winter ,2023,0.360752434
Corte Madera,A,0.5,b,12/21/2022,1/18/2023,Winter ,2023,0.402474884
Corte Madera,A,0.5,a,12/21/2022,1/18/2023,Winter ,2023,0.301396716
Corte Madera,A,0.5,c,12/21/2022,1/18/2023,Winter ,2023,0.298946337
Corte Madera,B,0.5,a,12/21/2022,1/18/2023,Winter ,2023,0
Corte Madera,B,0.5,b,12/21/2022,1/18/2023,Winter ,2023,0
Corte Madera,B,0.5,c,12/21/2022,1/18/2023,Winter ,2023,0
Corte Madera,C,0.5,a,12/21/2022,1/18/2023,Winter ,2023,61.72935555
Corte Madera,C,0.5,c,12/21/2022,1/18/2023,Winter ,2023,10.42759128
Corte Madera,C,0.5,b,12/21/2022,1/18/2023,Winter ,2023,1.6019358
Corte Madera,D,0.5,a,12/21/2022,1/18/2023,Winter ,2023,14.25814751
Corte Madera,D,0.5,b,12/21/2022,1/18/2023,Winter ,2023,3.644939966
Corte Madera,D,0.5,c,12/21/2022,1/18/2023,Winter ,2023,2.766478804
Corte Madera,A,2,b,12/21/2022,1/18/2023,Winter ,2023,36.49656947
Corte Madera,A,2,a,12/21/2022,1/18/2023,Winter ,2023,29.86767949
Corte Madera,A,2,c,12/21/2022,1/18/2023,Winter ,2023,24.35371233
Corte Madera,B,2,b,12/21/2022,1/18/2023,Winter ,2023,0.472310708
Corte Madera,B,2,c,12/21/2022,1/18/2023,Winter ,2023,0.374908111
Corte Madera,B,2,a,12/21/2022,1/18/2023,Winter ,2023,0
Corte Madera,C,2,c,12/21/2022,1/18/2023,Winter ,2023,88.07522666
Corte Madera,C,2,b,12/21/2022,1/18/2023,Winter ,2023,24.60671404
Corte Madera,C,2,a,12/21/2022,1/18/2023,Winter ,2023,1.284611615
Corte Madera,D,2,a,12/21/2022,1/18/2023,Winter ,2023,0
Corte Madera,D,2,c,12/21/2022,1/18/2023,Winter ,2023,6.394266111
Corte Madera,D,2,b,12/21/2022,1/18/2023,Winter ,2023,1.987258025
Corte Madera,A,6,b,12/21/2022,1/18/2023,Winter ,2023,36.98542024
Corte Madera,A,6,c,12/21/2022,1/18/2023,Winter ,2023,4.10071061
Corte Madera,A,6,a,12/21/2022,1/18/2023,Winter ,2023,3.023768684
Corte Madera,B,6,a,12/21/2022,1/18/2023,Winter ,2023,98.49669199
Corte Madera,B,6,c,12/21/2022,1/18/2023,Winter ,2023,5.65477649
Corte Madera,B,6,b,12/21/2022,1/18/2023,Winter ,2023,1.715674263
Corte Madera,C,6,a,12/21/2022,1/18/2023,Winter ,2023,4.097647635
Corte Madera,C,6,c,12/21/2022,1/18/2023,Winter ,2023,3.817691742
Corte Madera,C,6,b,12/21/2022,1/18/2023,Winter ,2023,2.711345259
Corte Madera,D,6,b,12/21/2022,1/18/2023,Winter ,2023,15.79024749
Corte Madera,D,6,c,12/21/2022,1/18/2023,Winter ,2023,4.94057829
Corte Madera,D,6,a,12/21/2022,1/18/2023,Winter ,2023,2.539818672
Corte Madera,A,12,b,12/21/2022,1/18/2023,Winter ,2023,4.114800294
Corte Madera,A,12,a,12/21/2022,1/18/2023,Winter ,2023,3.572381497
Corte Madera,A,12,c,12/21/2022,1/18/2023,Winter ,2023,2.534917912
Corte Madera,B,12,c,12/21/2022,1/18/2023,Winter ,2023,73.66638079
Corte Madera,B,12,a,12/21/2022,1/18/2023,Winter ,2023,59.587111
Corte Madera,B,12,b,12/21/2022,1/18/2023,Winter ,2023,2.749938741
